Clip_Value,Best_Val_MSE,Training_Time_s
0.1,0.2893638223189595,170.62143325805664
0.5,0.29242466802615397,130.77329015731812
1.0,0.2924180094817974,786.7859318256378
5.0,0.29210997125326177,147.61926078796387
10.0,0.2953130020410269,149.54054164886475
